date,TMIN_Illinois,TMIN_Indiana,TMIN_Nebraska,TMIN_Ohio,TMIN_Iowa,TMAX_Illinois,TMAX_Indiana,TMAX_Nebraska,TMAX_Ohio,TMAX_Iowa,Season,Year,Month
2000-01-01,-2.3,-3.3375,-7.540000000000001,-4.8625,-3.8125,8.4125,9.812500000000002,11.32,7.575,6.4499999999999975,Winter,2000,1
2000-01-02,1.6,3.2625,-8.600000000000001,-1.6,-0.6875,12.225,14.937499999999998,7.316666666666666,12.975,6.25,Winter,2000,1
2000-01-03,2.4250000000000003,4.5875,-10.65,7.362500000000002,-1.25,15.687500000000002,15.5625,1.583333333333333,17.6375,6.4375,Winter,2000,1
2000-01-04,-3.525,-1.5999999999999996,-19.63333333333333,7.375,-9.837500000000002,4.8,11.6875,0.9333333333333332,16.1,-0.7500000000000001,Winter,2000,1
2000-01-05,-9.3875,-6.2624999999999975,-12.233333333333333,-3.171428571428572,-15.425,0.6250000000000002,-0.6749999999999999,3.0666666666666664,8.825,-5.199999999999998,Winter,2000,1
2000-01-06,-7.2125,-6.1125000000000025,-9.45,-5.500000000000001,-9.025,2.7625000000000006,1.1,4.9,-0.4125,0.4875,Winter,2000,1
2000-01-07,-5.0625,-4.025,-9.933333333333332,-4.271428571428571,-12.0875,6.4625,4.7375,8.066666666666668,5.5375,1.6,Winter,2000,1
2000-01-08,-4.4375,-5.625,-9.999999999999998,-6.8428571428571425,-5.75,5.4875,2.8625,9.816666666666668,2.8571428571428568,5.9750000000000005,Winter,2000,1
2000-01-09,0.13750000000000012,-1.3125,-7.466666666666666,-5.475,-0.7857142857142857,7.15,7.2375,8.799999999999997,5.475,6.2714285714285705,Winter,2000,1
2000-01-10,2.2,2.4125,-6.833333333333332,1.5374999999999996,-0.475,8.0375,8.75,5.566666666666666,7.8375,6.6,Winter,2000,1
2000-01-11,0.5375000000000001,0.7749999999999999,-9.816666666666666,2.157142857142857,-5.9,9.2875,9.375,7.033333333333332,11.25,5.825000000000001,Winter,2000,1
2000-01-12,-2.7750000000000004,-5.1875,-8.333333333333334,-4.342857142857143,-6.1111111111111125,5.375,6.1750000000000025,7.95,5.35,-0.3777777777777777,Winter,2000,1
2000-01-13,-4.5,-4.6625,-13.616666666666667,-3.9,-10.933333333333332,6.6000000000000005,6.95,7.05,6.062500000000001,0.6888888888888888,Winter,2000,1
2000-01-14,-10.562500000000002,-11.1625,-7.2333333333333325,-12.35,-10.677777777777779,-0.5,-0.4125000000000001,10.933333333333335,1.8000000000000005,-0.7444444444444444,Winter,2000,1
2000-01-15,-7.375,-8.825,-3.4166666666666665,-12.1625,-6.777777777777778,2.9250000000000003,2.4250000000000003,15.183333333333332,-4.2250000000000005,5.7333333333333325,Winter,2000,1
2000-01-16,-0.2875000000000001,-2.7625000000000006,-7.033333333333332,-5.825000000000001,-8.511111111111111,8.675,8.55,10.75,7.725,8.522222222222224,Winter,2000,1
2000-01-17,-4.0875,-8.412500000000001,-6.75,-10.975,-6.48888888888889,2.9125000000000005,2.3,5.566666666666666,7.649999999999999,-0.3111111111111109,Winter,2000,1
2000-01-18,-4.3875,-7.712499999999999,-5.0,-10.9625,-4.622222222222223,-1.25,-2.9125,11.666666666666664,-3.1375,-0.6222222222222222,Winter,2000,1
2000-01-19,-6.8874999999999975,-9.7875,-6.55,-8.950000000000003,-7.155555555555555,1.1874999999999998,-0.2874999999999999,7.066666666666667,-3.0625,1.7222222222222223,Winter,2000,1
2000-01-20,-13.557142857142859,-11.85,-12.766666666666667,-7.8625,-20.233333333333327,-0.942857142857143,-1.3124999999999996,6.2,-1.5125,-3.5333333333333337,Winter,2000,1
2000-01-21,-17.857142857142858,-19.95,-10.733333333333334,-16.224999999999998,-19.87777777777778,-8.1,-8.200000000000001,7.416666666666668,-3.825,-9.877777777777778,Winter,2000,1
2000-01-22,-11.3875,-19.1,-6.6599999999999975,-20.75,-15.0,-5.549999999999999,-7.3625,5.9,-10.4125,-5.5555555555555545,Winter,2000,1
2000-01-23,-9.928571428571429,-11.1125,-10.9,-18.75,-13.633333333333333,-1.1857142857142855,-1.5249999999999997,3.4399999999999986,-6.25,-2.0888888888888895,Winter,2000,1
